name,roles,uuid,field_section_title,field_position_title,field_academic,field_staff_number,field_employment_year_title
DavidBond,staff,932233db-4967-4a84-b653-834797aba84b,"Faculty of Science",,0,PEDU0041592,2006/2007
DavidBryant,teacher,c5808e62-1ff7-44b7-8d03-3fba560f41a4,"Department of Mechanical Engineering",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017346,2006/2007
DavidDay,teacher,d2c020a1-f4e9-4537-ac06-06939942ccbc,"Department of Animal and Environmental Biology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041300,2006/2007
DavidHarding,teacher,adc4eba1-f971-485d-8313-1973a90f2e0f,"Department of Civil & Structural Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022009,2006/2007
DavidIngram,staff,575292b3-dc1c-4281-9b00-ba62710b3d53,"Department of Aerospace Engineering",,0,PEDU0041673,2010/2011
DavidMellor,teacher,8c38c806-981a-4b37-b901-012cd1919761,"College of Medical Sciences",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017356,2006/2007
DavidMitchell,teacher,974834b0-cfbd-4523-a400-aeb722950cec,"Department of English and Literature",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022041,2006/2007
DavidWinter,teacher,433d161e-fbb6-4bf5-ae57-87068c9a7506,"Department of History",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041268,2006/2007
DeclanSims,staff,14acf4cb-cf74-4f1a-8e5a-9000fd974f65,"Department of General Studies",,0,PEDU0041630,2009/2010
DemiCollier,teacher,d96876f9-7b09-4d91-ae2c-448037c5cc4d,"Department of Chemistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041503,2006/2007
DemiSullivan,staff,bbc8f2e7-bbbb-48c9-8f04-4a800ec67431,"Department of Geology",,0,PEDU0041562,2007/2008
DominicDunn,teacher,ec3ccf15-650a-4f7a-942b-43410a629a5e,"Institute of Sport",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041331,2006/2007
DominicSanders,teacher,31421f1d-3057-45eb-a40a-10cd3819508d,"Department of Philosophy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041270,2006/2007
DominicWebb,teacher,e03cb363-f000-4b0c-b400-ceb5536c9b15,"Department of Computer Science",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041307,2006/2007
DominicWoodward,teacher,45b02c9b-68b9-4c4e-a000-ef78e96e9f2b,"Faculty of Science",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017354,2006/2007
DylanFord,staff,914e4c36-0864-4edf-b93f-636073d93318,"University Administration and Services",ca4e4218-69b5-433e-864c-768d9ff88c7d,0,PEDU0041669,2010/2011
DylanFox,teacher,aa0ca821-443b-4251-9007-7b447cc1d02e,"Department of Environmental Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032800,2006/2007
DylanGriffiths,staff,6be20c2e-9096-49b6-b610-164c55fa51f7,"Department of Civil & Structural Engineering",,0,PEDU0041652,2008/2009
DylanHiggins,staff,3f490f05-99bd-4334-be09-9f2f9776bed4,"Department of Mechanical Engineering",,0,PEDU0041686,2010/2011
DylanMoore,staff,e27db222-4b4d-4959-a619-259e7eaff18d,"Department of General Studies",,0,PEDU0041628,2009/2010
EdwardMurphy,teacher,20ee296c-d66f-4310-9206-6c12e02aa6a0,"Institute of Sport",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041337,2006/2007
EdwardWyatt,teacher,78ca7bbc-19c3-497b-bb03-3f845dc8daf8,"Department of Theatre Arts",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022046,2006/2007
EleanorBell,staff,90c0978c-e0bc-45c5-8101-1ee010e3eae2,"University Administration and Services",8e3b858a-be06-4659-8100-0b9007b901d8,0,PEDU0041585,2008/2009
EleanorHumphries,teacher,ca52bfae-7eb7-44ea-a100-e55f5dca65f5,"Department of Plant Biology and Biotechnology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041502,2006/2007
EleanorParsons,staff,237be2b9-7125-4d92-8800-f0ffdf3f388f,"Department of Oral Diagnosis & Radiology",,0,PEDU0041586,2008/2009
EleanorWalker,staff,3c5d64f0-9479-48ad-9c05-5d33ed27991e,"Department of Community Health",,0,PEDU0041546,2006/2007
EleanorWest,teacher,8a314078-268c-48f2-8600-f9c33f5249aa,"Department of History",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041484,2006/2007
EliseDoherty,staff,8cb40255-4fff-46b4-b454-848661a73182,"University Administration and Services",00679542-3237-4184-7dc1-3874f2f4ae67,0,PEDU0041564,2007/2008
EliseGoddard,teacher,621d7dd0-ce93-44fc-bb02-02d065b0b40d,"Department of Mathematics",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041358,2006/2007
ElizabethNash,secretary,d6baf080-18ff-4477-b204-4da568830478,"Institute of Sport",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041736,2008/2009
ElizabethTalbot,teacher,72bcedc2-20cf-44ba-b108-8a53db05a00c,"Department of Theatre Arts",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041390,2006/2007
EllaBennett,staff,ea0039ed-f924-4fa1-b457-8715a6717406,"Department of Microbiology",,0,PEDU0041542,2006/2007
EllaBlackburn,secretary,668d5f53-7c97-4bd9-a917-235c0a32db08,"Department of Oral Diagnosis & Radiology",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041697,2006/2007
EllaGibbs,secretary,9640d04c-eaf0-41f4-b706-6ac586151a39,"Department of Environmental Science",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041704,2006/2007
EllaPowell,teacher,509fd9d0-0da2-4836-ac00-cebed99e2ca9,"Department of Environmental Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041416,2006/2007
EllaPratt,teacher,102b55a4-ad12-4ec1-8700-c8c4d1631725,"Department of Mental Health",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041378,2006/2007
EllaSchofield,staff,04269e18-d85f-4049-9300-da573f2b6384,"Department of Clinical Pharmacy",,0,PEDU0041569,2007/2008
EllieBird,teacher,607a0196-66d1-49da-8a00-d4e7bae0ff05,"Department of Obsterics & Gynaecology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041435,2006/2007
EllieHilton,teacher,10b8f110-3d20-460a-a725-37bccd7c417f,"Department of Clinical Pharmacy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041425,2006/2007
EllieLamb,secretary,93871681-e5bf-408a-9604-4f6cd8ec3393,"Department of Pharmaceutical Chemistry",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041714,2007/2008
ElliotBradshaw,teacher,683271b1-4a4b-4f29-a200-de490759c668,"Department of Surgery",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022037,2006/2007
ElliotHeath,staff,c6ec8412-54f7-4072-a90d-13c4ada86b0d,"Faculty of Arts",,0,PEDU0041593,2006/2007
ElliotMistry,staff,693285a3-a805-458d-b700-cf404bfb50c2,"Exams & Records",,0,PEDU0041634,2010/2011
ElliotWright,teacher,05ec3800-e82a-45b6-8400-cca45e513cf8,"Department of Mental Health",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022035,2006/2007
EllisBarton,teacher,629cdf13-44e4-4664-9a03-032eea488731,"Department of Optometry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017305,2006/2007
EllisHart,teacher,b1fe2b8d-0007-4621-8141-65daa341e082,"Department of Biochemistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022098,2006/2007
EllisNewton,staff,8569dab1-e0e3-4b0d-ab05-5d5be2163023,"Exams & Records",,0,PEDU0041633,2010/2011
EllisRussell,staff,f8a1ba33-86f0-468c-953e-62fc8834a876,"Department of Civil & Structural Engineering",,0,PEDU0041651,2008/2009
EllisSummers,teacher,7893814c-8a2e-4a36-8200-db4eaa53c73a,"Department of Civil & Structural Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017352,2006/2007
EllisWatkins,staff,0b1727e4-e343-4894-8c11-17ff2c8b5122,"Faculty of Engineering",8e3b858a-be06-4659-8100-0b9007b901d8,0,PEDU0041654,2008/2009
EmilyDaly,staff,4ab189ef-cc25-4b5b-ba0b-11c1432b7226,"Department of Civil & Structural Engineering",,0,PEDU0041579,2008/2009
EmilyKirby,teacher,ff91386d-1f2d-449c-9103-03331189a11d,"Department of Preventive Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041412,2006/2007
EmmaCollier,staff,27db0a8c-4291-4093-9200-0f1d9adbe250,"University Administration and Services",00679542-3237-4184-7dc1-3874f2f4ae67,0,PEDU0041566,2007/2008
EmmaWebb,secretary,82a5f977-e6e4-40e5-9c00-b5421eafac7a,"Department of Chemistry",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041708,2006/2007
ErinGarner,teacher,7416e0f1-aa12-4281-9800-ade9471e0ddf,"Department of Mathematics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041465,2006/2007
ErinGarnier,secretary,5652c982-5517-4443-b446-704f8de76ad6,"Department of Mechanical Engineering",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041737,2008/2009
ErinHart,teacher,b608d6a3-0b33-473a-845e-948a6def73fa,"Department of Biochemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041415,2006/2007
ErinNorris,teacher,7a2e12ce-2370-4172-8b00-ee99cde33c1f,"Department of Physics",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041359,2006/2007
EthanBarlow,staff,4de8762f-4d32-41e1-841a-26e74d989156,"University Administration and Services",4a02ed66-1508-4243-ab00-b526a8092eba,0,PEDU0041625,2009/2010
EthanHooper,staff,9d7456d5-3a16-4c32-8100-b3a774fbed34,"Institute of Sport",,0,PEDU0041645,2010/2011
EthanHutchinson,teacher,86836dd6-5c25-4cb1-9b00-b24b2c40005a,"Department of Optometry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022060,2006/2007
EthanNorth,teacher,48f061cb-4e8d-4575-9928-40344b7a2f38,"Department of Medicine",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017318,2006/2007
EthanRose,teacher,d5588f00-b0d9-435b-aa2f-479d0e915dc4,"Department of Optometry",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041304,2006/2007
EthanWebster,teacher,e6a91263-cd62-4665-8e00-a0daacac1ef2,"Department of Philosophy",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0017334,2006/2007
EvaMarsh,teacher,32256325-05e1-472c-bb00-ba2d54e9d596,"Department of Pharmaceutics",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041511,2006/2007
EvanKnowles,teacher,de649f03-5507-48c7-9329-41df7ae54670,"Department of Clinical Pharmacy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041287,2006/2007
EvaNoble,teacher,91d4eb12-87e1-4e0d-a745-6960d37d1e82,"Department of Mental Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041434,2006/2007
EvieBarrett,teacher,102c41a2-6754-4cc9-af2f-47f0240d9142,"Department of Clinical Pharmacy",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041467,2006/2007
EvieBryant,teacher,914daef4-8451-477d-bd00-ee26ee74d1b6,"Department of Anatomy",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041437,2006/2007
EvieHarding,teacher,f6b22835-6c9e-49c1-9b00-deecc4c27c22,"Department of Clinical Pharmacy",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041362,2006/2007
EviePhillips,secretary,9a4d95c7-3308-4c8c-9600-e2da23e5eb6a,"Department of Medicine",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041721,2007/2008
EvieShepherd,teacher,3cf78c67-c2f5-423d-9908-08fe42dd340f,"Department of Linguistics",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041387,2006/2007
EwanDavison,teacher,fe582242-e0ea-4125-9d00-d19d52814570,"Department of Medicine",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0032817,2006/2007
EwanHumphreys,teacher,e2abac0d-dcb6-4a2f-bb00-0a9c4484aec6,"Department of Mechanical Engineering",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017343,2006/2007
EwanKirk,teacher,ac02573c-a11c-4afb-ae09-097688925216,"Department of Geology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041308,2006/2007
FaithFerguson,teacher,849a60d2-de82-4888-ba01-1a9887d7997f,"Department of Chemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041420,2006/2007
FaithParsons,teacher,834be8f1-a222-41e9-9700-b433fa193b23,"Department of Surgery",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041519,2006/2007
FinlayBurke,teacher,f83d780f-2c27-4e62-9f08-082dc5baced2,"Department of Medicine",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022034,2006/2007
FinlayJarvis,teacher,30da387d-4bd4-4104-b040-6466b57401f8,"Department of Microbiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017304,2006/2007
FinleyHumphreys,teacher,e7ef81cf-53da-4e00-a811-17e42a9102e0,"Department of Oral Diagnosis & Radiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022092,2006/2007
FinleyLawrence,teacher,734ef745-5b22-48f0-a100-a462e9efb401,"Department of General Studies",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022088,2006/2007
FinleyShort,teacher,8a809a97-1663-455e-b100-ffd31a6c80ca,"Department of Clinical Pharmacy",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017312,2006/2007
FinleyWilkinson,staff,e427acba-8b61-4b9b-bc01-1be4b2aaf45a,"College of Medical Sciences",41f87df9-0cbe-1244-3da3-a0051e7e923c,0,PEDU0041639,2010/2011
FrancescaGallagher,staff,274eed2b-ba3b-4905-9500-b49ca3e330aa,"Department of Aerospace Engineering",,0,PEDU0041575,2007/2008
FrancescaHale,staff,d52cffe0-d915-47bc-b401-1c58ed80e4c4,"Department of Medicine",,0,PEDU0041588,2008/2009
FrancescaMarsh,teacher,1a22481a-f578-4a23-b909-9b25f721755c,"Department of Community Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041474,2006/2007
FrancescaONeill,staff,880fa6a1-eb9f-4fa4-a702-2c63e748c5d6,"Department of Community Health",,0,PEDU0041545,2006/2007
FrancescaSimpson,staff,252f9942-e6f3-477e-ac00-f649f0628e2b,"Department of Biochemistry",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041549,2006/2007
FreddieDobson,teacher,d9b4a390-5010-48e1-8500-ece90c5dd8b8,"Department of General Studies",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017338,2006/2007
FreddieJennings,teacher,c83d7803-4862-462d-8500-dc340730461b,"Department of General Studies",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022047,2006/2007
FreyaSavage,staff,457e0ad5-b648-4172-955e-949b324fcf70,"Department of Mathematics",,0,PEDU0041583,2008/2009
GabrielGeorge,teacher,24d6dc1c-4159-41f7-9100-b1c7be6e641b,"Department of Mathematics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022065,2006/2007
GeorgeAbbott,teacher,e2a063cf-e4c7-48ca-9100-c71ef71a1e03,"Department of Environmental Science",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022058,2006/2007
GeorgeDobson,teacher,31e33de9-1fa3-4bc4-ba00-ff49e12990c7,"Department of Mechanical Engineering",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017345,2006/2007
GeorgeFord,staff,8daff0ce-f181-4be2-b71d-2994a28b93de,"Department of Geology",,0,PEDU0041611,2007/2008
GeorgeReed,teacher,a450ad93-1025-4220-9400-e6606b43b3f7,"Department of Environmental Science",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041311,2006/2007
GeorgiaBray,teacher,fe39c126-ca9a-4fc8-a501-01de1e89bf5e,"Department of Oral Surgery & Pathology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041452,2006/2007
GeorgiaKnight,teacher,9a4445ad-b4f8-4ef3-a701-1bcc7954b122,"Department of Oral Surgery & Pathology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041345,2006/2007
GeorgiaMiller,teacher,274d9a6c-dc14-47a4-9d3a-58a809733434,"Department of Pharmacology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041513,2006/2007
GeorgiaPotter,teacher,b5af1842-7ece-4704-ba03-3d28fc9110ea,"Department of Pharmaceutical Chemistry",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041468,2006/2007
GeorgiaRichardson,teacher,47c0fe52-fe7a-49c9-b34d-77146a777457,"Department of Medicine",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041376,2006/2007
GeorgiaTalbot,teacher,1b63eb6c-944a-4c64-9b00-dfcb18bca882,"Department of Oral Surgery & Pathology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041410,2006/2007
GeorginaWilliams,teacher,298b31e3-36e7-4e5d-9609-9d58abc224c4,"Department of Biochemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041457,2006/2007
GraceDonnelly,staff,76ebf5a3-a92b-4080-ad06-6a15718e8e84,"Department of Periodontics Dentistry",,0,PEDU0041580,2008/2009
GraceMartin,teacher,dc05bd20-ea01-4d3b-9f00-de9ba9fd751b,"Department of Pharmaceutical Chemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041365,2006/2007
GraceMay,teacher,01792195-44c1-44eb-b700-a45c8ac77bb4,"Department of Mechanical Engineering",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041448,2006/2007
GracieFisher,staff,95d01405-7f96-4d19-a802-2e096e462abc,"University Administration and Services",00679542-3237-4184-7dc1-3874f2f4ae67,0,PEDU0041565,2007/2008
GracieGrant,secretary,97dc6b18-1f34-4f7c-a62b-43368d9c8129,"Faculty of Pharmacy",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041693,2006/2007
HannahArmstrong,teacher,9d899ba0-ed39-4f11-bd23-3539c9d03f46,"Department of Mental Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041517,2006/2007
HannahFletcher,teacher,3a8ab1d1-d5cd-485a-a80a-10ab395b0c6c,"Department of Pharmaceutical Chemistry",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041509,2006/2007
HannahKemp,teacher,b3d6a2e0-871b-4909-ad00-de28a3a1929f,"Department of Pharmacognosy",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041471,2006/2007
HannahSharp,secretary,899a6f5d-a37e-4a37-9025-37b107191fba,"Department of Plant Biology and Biotechnology",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041707,2006/2007
HarleyBrennan,teacher,2d67197d-decc-4877-8600-e74067a82f2f,"Department of Obsterics & Gynaecology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0032819,2006/2007
HarleyCollier,teacher,1dde2cd4-5b6e-44ed-a808-08e408b104da,"Department of Theatre Arts",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017337,2006/2007
HarleyOSullivan,teacher,0c3123b9-7efc-4966-b459-891a94104a61,"Department of Pharmaceutical Microbiology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022110,2006/2007
HarrietHolloway,teacher,2719846e-6fe0-4ee2-9b06-6d82943f6839,"Department of English and Literature",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041523,2006/2007
HarrietPugh,secretary,afb3b629-8ae3-48ee-8200-f650570dabe0,"Department of Surgery",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041724,2007/2008
HarrisonBolton,teacher,4a967d83-8548-4325-af30-48c9318966e3,"Department of Physics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017310,2006/2007
HarrisonStephens,staff,d6c1b78e-4c35-42a6-ab06-6d9fa3b809d1,"Department of Environmental Science",,0,PEDU0041657,2008/2009
HarryCooper,staff,78d2d37d-b0d4-487f-9900-be44c8a7d2e9,"Department of Environmental Science",,0,PEDU0041658,2008/2009
HarryHardy,staff,5b68f626-a550-412f-b707-7a37d4d69874,"Department of Pharmaceutical Chemistry",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041602,2006/2007
HarryHaynes,teacher,04c45e33-d82d-4dad-ba04-4df803ad50d2,"Department of Animal and Environmental Biology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022015,2006/2007
HarryHumphries,teacher,eb227bf8-5076-488f-a702-022e5fe9001a,"Department of Obsterics & Gynaecology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041261,2006/2007
HarryKemp,teacher,b34376dc-1751-48e7-9800-aa72c5245f3a,"Department of Geology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022105,2006/2007
HarrySwift,teacher,18492a83-05a0-49a8-b24d-777187baacdc,"Department of Plant Biology and Biotechnology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017306,2006/2007
HarryWalters,teacher,850750be-8286-4212-bc02-2b99cf3a37c1,"Department of Anatomy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022079,2006/2007
HarveyBuckley,staff,474a6ced-775a-4b5d-9a06-6c1d829e9c83,"Institute of Sport",,0,PEDU0041642,2010/2011
HarveyDoherty,teacher,e243c477-78d9-4bd9-b700-e08dc47c1c4b,"Department of Anaesthesiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022114,2006/2007
HarveyLewis,teacher,e21cd678-b384-457e-9001-1b1ec9d7fde9,"Department of Obsterics & Gynaecology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017323,2006/2007
HaydenAtkins,staff,44aad4b6-887c-4efc-852c-44f983578f59,"Department of Pharmacognosy",,0,PEDU0041676,2010/2011
HaydenColeman,teacher,3c89ad07-cce2-4269-ad37-55030c023577,"Department of History",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0017332,2006/2007
HaydenHorton,teacher,2283f353-a430-490e-be00-c5472e7ac20e,"Department of Pharmaceutical Chemistry",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022109,2006/2007
HaydenMartin,teacher,a0b39596-2a43-4047-a655-85c6a1e24d5c,"Department of Pharmaceutical Chemistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022068,2006/2007
HenryBarker,teacher,0d4ff2f7-b9aa-4101-a40b-11ee73ebd1b5,"Department of Oral Diagnosis & Radiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017294,2006/2007
HenryBarlow,teacher,2d11ac07-a59c-4a87-8f00-f00907c45c82,"Department of Restorative Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041280,2006/2007
HenryByrne,teacher,c7eaca4f-e4fb-42d8-871e-301140a87a1c,"Department of Periodontics Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022053,2006/2007
HenryONeill,teacher,687399ca-1677-470a-8708-8cff89cde0b6,"Department of Oral Surgery & Pathology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022093,2006/2007
HenryPollard,staff,8919d934-4177-4aff-9b3c-60ae4cb6ed48,"Faculty of Pharmacy",,0,PEDU0041666,2010/2011
HollieLowe,teacher,4970bf87-ffe2-4ed4-a50d-131d422b42cd,"Department of Pharmaceutical Microbiology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041469,2006/2007
HolliePratt,teacher,b964b8cf-0b7a-4499-b900-d2ef749e950d,"Department of Computer Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041421,2006/2007
HollieWelch,teacher,bedd5ba7-4a80-4414-be43-67236752ab71,"Department of Surgery",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041380,2006/2007
HollyAllen,staff,7d2ae8db-3177-4202-9159-89bf93fdb1a2,"Department of Geology",,0,PEDU0041563,2007/2008
HollyHancock,teacher,28ddd631-7c6d-4e56-9600-ef78b5b50bd0,"Department of Pharmaceutics",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041428,2006/2007
HollyHaynes,secretary,940d4a52-901e-4cd6-8800-c7d81579a171,"Department of Pharmacology",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041718,2007/2008
HollyHobbs,teacher,a4318cbc-a7e5-46bd-8b00-0c848eb0c990,"Department of Anaesthesiology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041473,2006/2007
ImogenCameron,teacher,41dac255-1d85-464c-b254-844d5ff5ac10,"Department of Fine and Applied Art",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041393,2006/2007
ImogenCraig,teacher,92bbceba-12cb-4e43-b002-2b27f8dbb049,"Department of Oral Diagnosis & Radiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041451,2006/2007
ImogenLawson,teacher,22be6445-a7b4-4950-be00-c71979fe687b,"Department of English and Literature",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041482,2006/2007
ImogenNash,teacher,9badbc5f-ab89-4853-9205-5d64a08709c0,"Department of Oral Surgery & Pathology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041493,2006/2007
IsaacMacdonald,teacher,5a6acffe-7e3b-4be0-8100-fe457f3a8334,"Department of Civil & Structural Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017349,2006/2007
IsaacRoberts,teacher,94bd41ba-4aca-46b9-a500-0c676e8e5ee0,"Department of Plant Biology and Biotechnology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041314,2006/2007
IsaacRobertson,teacher,63c851e9-aa64-4e04-ae06-061d52424d52,"Department of Mental Health",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022076,2006/2007
IsaacRose,staff,3f2b12c7-b04a-4e06-af00-0a9c179575bc,"Department of Mathematics",,0,PEDU0041612,2007/2008
IsabelAli,teacher,d06ef4d4-744b-4c6e-a544-68a34cdcb5a4,"Department of Pharmacology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041472,2006/2007
IsabelBirch,teacher,e7c8741c-7724-452f-8f00-fc532177e71e,"Institute of Sport",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041535,2006/2007
IsabellaCoates,teacher,66e844c8-ce2c-4849-8508-8b8f26482859,"Department of Anatomy",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041479,2006/2007
IsabellaRandall,teacher,1d8c9d3c-8515-4cbe-940e-146fbf8e65d4,"Institute of Sport",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041533,2006/2007
